0.01, 101.088, 0.0253393, 0.0253393, 101.114
0.1, 101.115, 0.197533, 0.197533, 101.313
0.25, 101.174, 0.404209, 0.404209, 101.578
0.5, 101.272, 0.672343, 0.672343, 101.944
0.75, 101.373, 0.885238, 0.885238, 102.258
10, 104.387, 1.98913, 1.98913, 106.376
1, 101.479, 1.05791, 1.05791, 102.537
2.5, 102.143, 1.62907, 1.62907, 103.772
50, 107.81, 1.4842, 1.4842, 109.294
5, 103.097, 1.91397, 1.91397, 105.011
7.5, 103.821, 1.98223, 1.98223, 105.804
