0.01, 38.3949, 0.00540192, 5.80014, 44.1951
0.1, 38.4044, 0.0515964, 5.83819, 44.2426
1000, 45.3204, 0.956771, 8.63782, 53.9582
100, 40.9901, 2.11273, 9.23177, 50.2219
10, 38.9897, 1.13718, 7.24656, 46.2362
1, 38.4879, 0.356746, 6.13832, 44.6262
320, 43.3259, 1.65644, 9.1517, 52.4776
3.2, 38.6764, 0.680621, 6.54406, 45.2205
32, 39.5907, 1.78859, 8.34121, 47.932
