0.01, 118.405, 0.036785, 18.0136, 136.418
0.1, 118.44, 0.362453, 18.2951, 136.735
1000, 243.732, 92.3777, 143.609, 387.341
100, 157.409, 47.5724, 67.9093, 225.318
10, 122.454, 14.6007, 34.3326, 156.786
1, 118.567, 2.91841, 21.0807, 139.647
320, 195.805, 70.4304, 97.2971, 293.102
3.2, 119.401, 6.86396, 25.6758, 145.077
32, 132.468, 29.3644, 49.1045, 181.572
